HEAD	PHRASE	FREQ
<M>	nobler <M>	37
<M>	some day <M>	37
<W>	<W> in houses	37
<M>	maynard 's <M>	37
<M>	<M> of vigor	37
<M>	<M> to receive	37
<W>	<W> and studies	37
fancies	<M> 's fancies	37
<M>	gun <M>	37
things	things about <M>	37
<W>	admiring <W>	37
participation	labor force participation of <W>	37
departments	<W> 's departments	37
<M>	<M> entitled	37
<M>	young <M> did	37
<M>	al <M>	37
<W>	<W> victimized	37
<M>	two <M> had taken	37
apprehension	apprehension of <M>	37
<M>	<M> of jerusalem	37
<W>	other married <W>	37
lovers	<W> lovers	37
mediums	<W> mediums	37
subjectivity	<W> 's subjectivity	37
<M>	<M> of it	37
guns	six guns and <M>	37
<M>	<M> were involved	37
research	research on <M>	37
diseases	diseases of <M>	37
<M>	young <M> took	37
<M>	anderson 's <M>	37
<M>	talented young <M>	37
needs	special needs of <W>	37
necks	necks of <W>	37
<M>	<M> stay	37
<M>	<M> and motives	37
<W>	upper class <W>	37
issue	an issue for <W>	37
status	<W> 's legal status	37
<M>	no ordinary <M>	37
subjects	healthy <M> subjects	37
<M>	<M> 've met	37
<M>	<M> were taken	37
<W>	<W> in power	37
<W>	most working <W>	37
<W>	<W> of troy	37
introduction	introduction of <W>	37
introduction	introduction of <M>	37
intuition	her <W> intuition	37
<W>	vile <W>	37
<W>	<W> in iran	37
<W>	stylish <W>	37
<M>	<M> on forecastle	37
<M>	<M> of connecticut	37
consciousness	<M> 's consciousness	37
star	<W> star	37
<M>	<M> in all	37
<M>	any <M> in world	37
physiology	<W> physiology	37
<M>	unwilling <M>	37
representatives	elected <W> representatives	37
<W>	weary <W>	37
<M>	many leading <M>	37
<M>	<M> could shoot	37
networking	<W> networking	37
status	<W> fertility status	37
<M>	<M> screaming	37
percent	70 percent of <M>	37
<W>	<W> featured	37
<W>	generally <W>	37
<M>	<M> are seeking	37
<W>	<W> of fame	37
<M>	<M> invested	37
<M>	<M> of backgrounds	37
<M>	young <M> with faces	37
loss	loss of his <M>	37
proportion	larger proportion of <W>	37
<M>	reason <M>	37
<M>	intelligence <M>	37
<M>	<M> in my study	37
<M>	<M> stricken	37
<M>	active <M> of cities	37
<W>	<W> fair	37
poet	<W> poet	37
<W>	<W> owned	37
<W>	000 <W>	37
<W>	some pretty <W>	37
<M>	<M> decided	37
<W>	<W> unable	37
groups	small groups of <W>	37
groups	other <W> 's groups	37
<W>	<W> carried	37
<M>	such old <M>	37
<M>	such wicked <M>	37
memorials	memorials of <M>	37
<M>	insolent <M>	37
<W>	<W> in journalism	37
<M>	<M> needing	37
possessions	possessions of <M>	37
business	business and <M>	37
<M>	<M> to get	37
<M>	<M> with aids	37
<W>	ministering <W>	37
<W>	<W> can do	37
pile	pile of <M>	37
load	load of <M>	37
bear	<M> bear	37
<M>	unholy <M>	37
voice	<M> 's voice	37
<M>	<M> against him	37
intercourse	his intercourse with his <M>	37
<M>	tortured <M>	37
way	his way with <W>	37
<W>	some few <W>	37
notion	notion of <M>	37
interest	his interest in <M>	37
<M>	lord <M>	37
lives	most <W> 's lives	37
<M>	<M> beating	37
<M>	working <M> of england	37
<W>	<W> in affairs	37
<M>	<M> of his nation	37
sphere	sphere of <W>	37
<W>	managerial <W>	37
<W>	<W> travelling	37
strength	<W> strength	37
<M>	<M> in cultures	37
intemperance	<W> intemperance	37
<W>	few married <W>	37
nucleus	nucleus of <M>	37
spider	<M> spider	37
<M>	<M> of qualifications	37
risk	breast cancer risk among <W>	37
<M>	unemployed young <M>	37
runners	<W> runners	37
lives	daily lives of <W>	37
<M>	<M> and capital	37
percentage	higher percentage of <W>	37
<W>	class black <W>	37
<M>	many fighting <M>	37
eggs	<W> 's eggs	37
servants	other <W> servants	37
number	disproportionate number of <W>	37
brain	brain of <M>	37
<M>	certain other <M>	37
<M>	<M> on outside	37
lesson	lesson to <M>	37
<M>	full grown <M>	37
reporters	<M> reporters	37
<W>	<W> to join	37
feasts	good <M> 's feasts	37
literature	literature and <M>	37
donors	<M> donors	37
<W>	<W> approaching	37
courage	<M> 's courage	37
servants	her <W> servants	37
<M>	only dead <M>	37
garb	<M> garb	37
garments	garments of <M>	37
roles	roles for <M>	37
<M>	several <M> on horseback	37
<M>	nine other <M>	37
<M>	tin <M>	37
<W>	young <W> had	37
passions	evil passions of <M>	37
<W>	collar <W>	37
<M>	<M> to deal	37
<W>	<W> of integrity	37
<M>	<M> in population	37
door	<M> 's room door	37
<W>	prettiest <W>	37
complaints	complaints of <W>	37
<M>	<M> of his caliber	37
doors	doors of <M>	37
psychology	new psychology of <W>	37
body	select body of <M>	37
number	necessary number of <M>	37
levels	testosterone levels in <M>	37
filmmakers	<W> filmmakers	37
examination	examination of <M>	37
couple	only couple of <M>	37
peasants	<W> peasants	37
courage	<M> courage	37
<W>	<W> of position	37
<W>	<W> arriving	37
schools	<M> schools	37
view	his view of <W>	37
minority	only minority of <W>	37
<M>	all <M> of village	37
<M>	<M> and entrepreneurs	37
<M>	<M> than those	37
officers	few officers and <M>	37
<W>	<W> are battered	37
bishops	bishops and <M>	37
<M>	other <M> there	37
<M>	two unidentified <M>	37
<M>	<M> with interests	37
officers	eleven officers and <M>	37
<M>	<M> reared	37
<M>	two bad <M>	37
ears	ears of all <M>	37
<M>	<M> in flannels	37
<M>	nil <M>	37
sample	random sample of <M>	37
<M>	chivalrous <M>	37
body	no finer body of <M>	37
<M>	<M> hope	37
<M>	few <M> knew	37
<M>	<M> to bear	37
<W>	dahcotah <W>	37
<M>	<M> had watched	37
<M>	<M> does	37
<W>	ranking <W>	37
<M>	42,000 <M>	37
society	society of his <M>	37
access	<W> 's access to resources	37
ears	<M> ears	37
earnings	<M> earnings	37
earth	earth and will to <M>	37
adolescence	<W> adolescence	37
<M>	<M> with schizophrenia	37
cupidity	cupidity of <M>	37
churching	churching of <W>	37
<M>	aspiring <M>	37
<M>	<M> relieved	37
<M>	<M> conversing	37
<W>	<W> with nervosa	37
occupations	<W> 's occupations	37
crowd	quite crowd of <M>	37
<M>	heartless <M>	37
activism	<W> 's political activism	37
<M>	commonwealth <M>	37
<M>	saudi <M>	37
body	finer body of <M>	37
unions	unions of <M>	37
<M>	baron 's <M>	37
<M>	you old <M>	37
<M>	you newspaper <M>	37
<W>	<W> after menopause	37
preference	preference for <W>	37
<M>	<M> of sentiment	37
<M>	science <M>	37
<M>	<M> of sixty	37
<M>	scattered <M>	37
<M>	<M> with whose	37
choice	choice for <W>	37
parenting	<M> parenting	37
years	years of <M>	37
rates	<W> participation rates	37
faces	all <M> 's faces	37
<M>	<M> had opposed	37
<W>	ojibwe <W>	37
persona	<W> persona	37
<M>	all poor <M> in situations	37
responses	<W> responses	37
<M>	<M> for war	37
<W>	<W> of blood	37
<M>	<M> god	37
<M>	<M> off	37
engineers	<W> engineers	37
<M>	many young black <M>	37
<M>	latin <M>	37
athletes	many <W> athletes	36
<M>	<M> in building	36
professionals	<M> professionals	36
<W>	<W> and patients	36
<M>	<M> to watch	36
personality	<M> personality	36
<M>	<M> of all religions	36
<M>	land <M>	36
percent	43 percent of <W>	36
<M>	both <M> and gods	36
<W>	<W> at age	36
<M>	thirty <M> each	36
contribution	<W> 's contribution	36
vagina	vagina of <W>	36
motives	<M> 's motives and actions	36
population	all <M> population	36
<W>	19 <W>	36
<M>	<M> milling	36
<M>	<M> shook	36
participation	<W> 's labour market participation	36
<M>	<M> learn	36
<W>	noblest <W>	36
<W>	no young <W>	36
<M>	<M> in hiding	36
sailors	sailors and <M>	36
<W>	<W> subjected	36
store	<M> 's store	36
<W>	<W> have loved	36
<M>	<M> released	36
<M>	<M> for ages	36
<M>	<M> with tails	36
<M>	<M> to are	36
violation	violation of <W> 's rights	36
weapons	weapons of <M>	36
strangers	strangers and <M>	36
percent	percent of <M>	36
<W>	<W> of nobility	36
<M>	saul 's <M>	36
societies	<W> societies	36
reason	reason with <M>	36
<W>	eight <W> and children	36
body	finest body of <M>	36
<M>	<M> residing	36
minds	minds of his <M>	36
access	<W> 's access to land	36
<W>	<W> with injury	36
<W>	<W> developed	36
<M>	<M> of celebrity	36
<M>	your <M> here	36
significance	significance of <W>	36
<M>	<M> resembled	36
percent	eight percent of <W>	36
roles	<W> 's traditional roles	36
academies	<W> academies	36
custom	custom for <W>	36
<M>	wrecked <M>	36
<M>	other <M> of learning	36
<M>	conspicuous <M>	36
<M>	<M> on veranda	36
<W>	raped <W>	36
time	time of <W>	36
<M>	<M> have used	36
<M>	<M> would die	36
<M>	<M> from ship	36
body	useful body of <M>	36
<M>	few wealthy <M>	36
<M>	other <M> and boys	36
<W>	<W> in bodies	36
<M>	three <M> wearing	36
<M>	all <M> working	36
<M>	going <M>	36
lips	<W> 's lips	36
relatives	relatives of <W>	36
inequality	inequality of <W>	36
<M>	bell <M>	36
<M>	<M> of cast	36
<M>	two <M> with me	36
<M>	<M> of sympathies	36
<W>	youthful <W>	36
inhabitants	its <M> inhabitants	36
doors	<M> 's doors	36
<W>	criminal <W>	36
spite	<W> spite	36
cities	cities and <M>	36
<W>	proper <W>	36
<W>	married <W> of age	36
<M>	<M> and	36
<W>	<W> of poor	36
abusers	<M> abusers	36
<M>	several good <M>	36
gangs	<M> gangs	36
religious	most religious of <M>	36
graduate	case <M> senior high school graduate	36
<W>	<W> of influence	36
advocates	advocates for <W>	36
identity	their identity as <W>	36
identity	their <W> identity	36
<M>	two <M> wanted	36
<W>	<W> of region	36
<M>	g <M>	36
world	world and <W>	36
conduct	conduct of his <M>	36
<M>	her greatest <M>	36
garrison	small garrison of <M>	36
<M>	<M> would fight	36
<M>	only <M> know	36
<M>	several distinguished <M>	36
pleasure	<W> 's pleasure	36
<W>	<W> of his acquaintance	36
<M>	infantry <M>	36
<M>	<M> raising	36
<W>	meeting <W>	36
feeding	feeding of <M>	36
<M>	<M> do not love	36
place	his place among <M>	36
<W>	<W> are abused	36
passions	bad passions of <M>	36
<M>	<M> like your father	36
<M>	several <M> whose	36
<M>	young <M> joining	36
<M>	tiny <M>	36
standard	<M> standard	36
fitness	<W> fitness	36
strength	<W> 's strength	36
<M>	first <M> in county	36
<M>	first <M> in country	36
<W>	few <W> were	36
number	an immense number of <M>	36
<M>	mangled <M>	36
<M>	fast young <M>	36
<M>	<M> in households	36
<M>	young college <M>	36
<W>	cleverest <W>	36
<W>	<W> filled	36
<M>	able young <M>	36
breakfast	<M> 's breakfast	36
<M>	no <M> or <M>	36
samples	<M> samples	36
<M>	two <M> on base	36
interest	<M> interest	36
<M>	<M> of themselves	36
studies	studies in <W>	36
<M>	lookout <M>	36
<W>	<W> of her family	36
stereotypes	<M> stereotypes	36
<W>	<W> dare	36
comparison	no comparison between <M>	36
<W>	<W> in ages	36
<W>	<W> in academe	36
work	<W> 's domestic work	36
<M>	<M> swinging	36
<W>	<W> with diseases	36
<W>	some married <W>	36
<W>	<W> as priests	36
cadres	<W> cadres	36
friendships	friendships between <W>	36
<M>	<M> as such	36
<M>	<M> of turan	36
<M>	<M> to give up	36
beasts	beasts of <M>	36
<M>	220 <M>	36
<M>	regenerate <M>	36
<W>	<W> migrate	36
<M>	two <M> playing	36
<W>	<W> of study	36
breath	<M> 's breath	36
shape	<M> shape	36
<W>	longer <W>	36
parts	parts of <W>	36
<M>	unseen <M>	36
distress	<W> distress	36
battle	battle of <M>	36
<M>	rebellious <M>	36
amount	amount of <W>	36
<M>	young <M> of habits	36
class	superior class of <M>	36
look	<W> look	36
interest	no interest in <W>	36
wrecks	wrecks of <M>	36
<M>	two <M> of character	36
servicemen	american servicemen and <W>	36
<W>	<W> divorced	36
estimate	his estimate of <M>	36
<M>	no common <M>	36
laymen	laymen and <W>	36
poetry	poetry of <M>	36
<W>	<W> fear	36
<W>	<W> and their place	36
<M>	island <M>	36
sympathy	sympathy for <W>	36
<W>	<W> sent	36
company	one company of <M>	36
analysts	<W> analysts	36
<W>	freedom 's <W>	36
charm	her <W> charm	36
conflict	conflict between <W>	36
<M>	<M> never heard	36
<M>	travelling <M>	36
<W>	<W> in juarez	36
monks	<W> monks	36
speech	<M> 's speech	36
<M>	every four <M>	36
<M>	<M> to know	36
<M>	<M> were wounded	36
<M>	<M> like flies	36
<M>	<M> wielding	36
opportunity	equal opportunity for <W>	36
proportion	high proportion of <M>	36
proportion	greater proportion of <W>	36
<M>	<M> from district	36
<M>	<M> are sent	36
shadow	shadow of <M>	36
money	less money than <M>	36
flocks	flocks of <M>	36
<W>	<W> attached	36
tramp	heavy tramp of <M>	36
<M>	<M> were opposed	36
balance	balance of <M>	36
guise	guise of <W>	36
<M>	<M> of our age	36
subjugation	<W> 's subjugation	36
<M>	tailholt mountain <M>	36
<M>	<M> had slain	36
member	<M> member of family	36
wits	<M> 's wits	36
<M>	<M> of our regiment	36
proportion	certain proportion of <M>	36
camps	camps of <M>	36
royalty	<W> royalty	36
essence	<M> sexual essence	36
<M>	<M> from counties	36
<M>	<M> and work	36
<M>	<M> for reasons	36
<W>	<W> of district	36
<W>	<W> and history	36
rations	rations of <M>	36
sterilisation	<W> sterilisation	36
<M>	taylor 's <M>	36
third	one third of <M>	36
<M>	<M> and wimmen	36
apartment	<M> 's apartment	36
caprice	caprice of <M>	36
percent	10 percent of <M>	36
issue	issue of <M>	36
monkeys	<W> rhesus monkeys	36
<M>	<M> name	36
<W>	ukrainian <W>	36
jobs	jobs for <M>	36
<W>	<W> with anovulation	36
<M>	four different <M>	36
character	<M> 's character	36
<M>	350,000 <M>	36
<M>	some distinguished <M>	36
eroticism	<W> eroticism	36
<M>	his <M> around him	36
property	common property of <M>	36
property	<M> property	36
clerk	<W> clerk	36
love	young <M> 's love	36
organizations	organizations of <W>	36
request	request of <M>	36
<M>	<M> from crime	36
<M>	foremost <M> of his time	36
<W>	lakota <W>	36
<M>	all <M> in life	36
followers	his <W> followers	36
<M>	some eminent <M>	36
carelessness	carelessness of <M>	36
responsibility	<M> responsibility	36
<M>	our strong <M>	36
<M>	estate <M>	36
heroism	<M> heroism	36
<M>	even <M> of genius	36
<M>	<M> were attracted	36
<M>	profane <M>	36
<M>	<M> from community	36
embryo	<M> embryo	36
varieties	varieties of <M>	36
fortune	fortune of <M>	36
<M>	all <M> in general	36
labor	labor for <W>	36
<W>	terrified <W> and children	36
situations	<W> 's situations	36
<W>	<W> of all backgrounds	36
<M>	<M> in row	36
<M>	great <M> of days	36
participation	<W> participation in force	36
<M>	<M> of my sort	36
things	things <W>	36
<M>	duty <M>	36
hand	delicate <W> hand	36
<M>	<M> in attire	36
<W>	<W> in turn	36
<W>	<W> aspire	36
<W>	<W> down	36
murders	murders of <M>	36
<W>	<W> were taking	36
role	<M> gender role	36
hands	both <M> 's hands	36
%	2 % of <W>	36
<M>	<M> praying	36
undergarments	<W> 's undergarments	36
meaning	meaning of <M>	36
<M>	we <M> of business	36
disappearance	disappearance of <W>	36
<M>	outstanding <M>	36
portraiture	portraiture of <M>	36
<M>	young <M> for ministry	36
<W>	35 <W>	36
<M>	olaf <M>	36
<W>	22 <W>	36
population	whole <W> population	36
<M>	<M> viewed	36
<M>	<M> of movement	36
<M>	<M> and ages	36
shout	shout of <M>	36
<M>	most other young <M>	36
<M>	<M> preceded	36
<W>	<W> or groups	36
<M>	<M> create	36
<M>	old <M> and young	36
<W>	<W> in uk	36
justice	justice for <W>	36
statue	<W> statue	36
<M>	33 <M>	36
<M>	west point <M>	36
<M>	whate'er <M>	36
<W>	<W> and media	36
<W>	amish <W>	36
<M>	leading <M> of time	36
<M>	<M> and actions	36
mammal	<W> mammal	36
<M>	their armed <M>	36
<M>	young <M> of spirit	36
types	various types of <M>	36
<M>	<M> aspired	36
<W>	thoughtful <W>	36
knowledge	my knowledge of <M>	36
contact	his contact with <M>	36
<M>	observing <M>	36
mass	vast mass of <M>	36
details	details of <M>	36
<M>	<M> can think	36
<M>	young <M> of time	36
<M>	most <M> of my age	36
personification	<W> personification	36
<M>	<M> attacking	36
healing	healing of <M>	36
despair	despair of <W>	36
cattle	cattle and <M>	36
catkins	<M> catkins	36
<M>	<M> gave up	36
portion	<W> portion of family	36
<W>	insane <W>	36
<W>	<W> in her position	36
sketches	sketches of <M>	36
<M>	many <M> of learning	36
<M>	other <M> at table	36
account	an account of <M>	36
eagle	<W> eagle	36
relationships	my relationships with <W>	36
predominance	predominance of <M>	36
increase	an increase of <M>	36
<W>	<W> also	36
reasoning	reasoning of <M>	36
workers	black <W> workers	36
<W>	saora <W>	36
<M>	babbitt <M>	36
races	certain races of <M>	36
<M>	late <M>	36
<W>	<W> hanging	36
determination	determination of <M>	35
<W>	<W> complain	35
relationships	sexual relationships between <M>	35
<W>	<W> with neoplasia	35
<M>	other <M> of note	35
<W>	<W> with money	35
<M>	two naked <M>	35
<W>	disorderly <W>	35
<M>	<M> of sects	35
sweat	<M> sweat	35
<W>	<W> supported	35
eyes	eyes of our <M>	35
students	their <W> students	35
restrooms	<M> 's restrooms	35
writing	writing of <W>	35
<M>	cowardly <M>	35
<W>	<W> of marblehead	35
imagination	<M> imagination	35
<W>	<W> of my family	35
activism	<W> activism	35
<M>	<M> tired	35
<M>	yonder <M>	35
<M>	<M> with views	35
<W>	no such <W>	35
<M>	thomas 's <M>	35
rates	<M> rates	35
shoulders	other <M> 's shoulders	35
<W>	north american <W>	35
body	any large body of <M>	35
<W>	<W> with migraine	35
drafts	drafts of <M>	35
<W>	<W> with opportunities	35
<M>	<M> as breadwinners	35
roles	<M> gender roles	35
<M>	in <M>	35
<W>	only married <W>	35
<M>	most ordinary <M>	35
eyes	dead <M> 's eyes	35
<M>	<M> under command	35
<W>	<W> have died	35
<W>	<W> founded	35
<W>	<W> in churches	35
<W>	<W> in china 's century	35
<M>	<M> of hampshire	35
<W>	<W> of note	35
<M>	<M> from parts	35
criminality	criminality of <W>	35
<M>	<M> with words	35
time	<M> time	35
<M>	pizarro 's <M>	35
<M>	<M> fresh	35
<M>	<M> of any class	35
rate	<W> employment rate	35
<M>	all newspaper <M>	35
body	his <M> body	35
independence	<W> 's economic independence	35
duty	their duty like <M>	35
body	every body of <M>	35
<W>	<W> like ourselves	35
<M>	<M> in part	35
individual	<M> individual	35
creeds	creeds of <M>	35
eagerness	eagerness of <M>	35
<M>	<M> with limbs	35
<W>	<W> of lands	35
<M>	<M> threatened	35
<W>	<W> of camp	35
<M>	<M> had sailed	35
clients	his <W> clients	35
<W>	alien <W>	35
<M>	<M> laying	35
<M>	kneeling <M>	35
view	view of all <M>	35
<M>	how <M>	35
pravastatin	pravastatin in <M>	35
<W>	eminent <W>	35
<W>	<W> with resources	35
<M>	<M> with injuries	35
<M>	<M> of regime	35
<M>	<M> of his blood	35
<W>	<W> led	35
cover	cover of his <M>	35
<M>	chief <M> of state	35
<W>	<W> in policing	35
<M>	telephone <M>	35
<M>	wherever <M>	35
<M>	english <M> of war	35
<W>	<W> and movement	35
war	war with <M>	35
wing	<W> 's wing	35
abolitionists	<W> abolitionists	35
<W>	<W> above	35
psychology	<W> 's psychology and girls ' development	35
<W>	<W> lacking	35
pseudohermaphroditism	<W> pseudohermaphroditism	35
<M>	<M> hung	35
remains	remains of <W>	35
bind	which bind <M>	35
affection	<W> affection	35
<W>	<W> of islands	35
identities	their <M> identities	35
<M>	<M> unfitted	35
understanding	<M> 's understanding	35
<W>	<W> showed	35
side	her <M> side	35
<M>	<M> like lee	35
<W>	<W> in another	35
generation	any generation of <M>	35
<W>	<W> in corrections	35
gaze	<M> 's gaze	35
<M>	<M> favored	35
smell	smell of <M>	35
<W>	<W> join	35
gap	gap between <W>	35
insolence	insolence of <M>	35
ashes	ashes of <M>	35
<M>	<M> to speak	35
<M>	william 's <M>	35
<M>	<M> imagine	35
<M>	<M> identify	35
ideals	<M> ideals	35
intellects	intellects of <M>	35
<W>	<W> of stature	35
<W>	<W> fight	35
<M>	able bodied <M>	35
<W>	civilian <W>	35
spirits	spirits and <M>	35
<M>	other illustrious <M>	35
remonstrances	remonstrances of <M>	35
loss	great loss of <M>	35
<M>	sullivan 's <M>	35
<M>	<M> of my class	35
hearts	other <M> 's hearts	35
