HEAD	PHRASE	FREQ
tribes	all tribes of <M>	33
<M>	the surviving <M>	33
paucity	the paucity of <W>	33
<M>	<M> as you	33
phenomenon	a <M> phenomenon	33
salaries	the salaries of <M>	33
<M>	white <M> enough	33
<M>	white <M> alone	33
<M>	four fighting <M>	33
<W>	<W> and flowers	33
<W>	<W> and food	33
<M>	<M> in departments	33
<W>	the <W> in dresses	33
<W>	the <W> in front	33
<M>	the <M> operate	33
<W>	the <W> helped	33
<W>	the <W> has	33
roles	<W> 's roles as mothers	33
<M>	these scientific <M>	33
privileges	privileges of <M>	33
strength	seven <M> 's strength	33
<W>	<W> completed	33
<M>	its ablest <M>	33
<W>	<W> with disability	33
<W>	many native <W>	33
sons	the sons and daughters of <M>	33
corpses	the corpses of the <M>	33
<M>	nine young <M>	33
drive	the <M> sex drive	33
voices	<W> 's voices in literature	33
report	the report of the <W>	33
honour	the honour of the <M>	33
<M>	the <M> had held	33
advantage	the advantage of <W>	33
<M>	the <M> and girls	33
body	a splendid body of <M>	33
pair	a pair of <M> 's shoes	33
country	the country of <M>	33
council	a council of his <M>	33
counterpart	their <M> counterpart	33
dorm	the <M> 's dorm	33
gender	a <W> gender	33
<M>	the <M> and things	33
<M>	<M> forced	33
<W>	<W> and life	33
<W>	<W> and maidens	33
<M>	the <M> had joined	33
<M>	both <M> and members	33
<M>	black <M> and white	33
memory	the memory of the <W>	33
novelists	the <W> novelists	33
<M>	two <M> alone	33
<M>	the learned <M> of his age	33
<M>	<M> with voices	33
<M>	the <M> are employed	33
slaughter	the slaughter of <W>	33
aims	the aims of <M>	33
history	the history of the <W> 's movement	33
<M>	<M> unacquainted	33
<M>	<M> in families	33
number	a considerable number of the <M>	33
<M>	twelve poor <M>	33
<M>	when <M>	33
<M>	all single <M>	33
creator	the creator of <M>	33
<W>	<W> of courage	33
doctors	doctors and <M>	33
heels	the heels of the <M>	33
ancestor	a <M> ancestor	33
<M>	<M> with infection	33
<M>	<M> from those	33
role	the traditional role of <W>	33
value	the value of <W> 's work	33
outcomes	outcomes for <W>	33
representation	the substantive representation of <W>	33
<M>	the literary <M> of the day	33
<W>	an aged <W>	33
<W>	<W> and the world	33
heads	the heads of our <M>	33
<W>	<W> with hearts	33
anything	anything of the <M>	33
credit	the credit of <M>	33
<M>	the two leading <M>	33
<M>	the two <M> waiting	33
<W>	starving <W> and children	33
<M>	twenty picked <M>	33
<M>	old <M> like me	33
<W>	six <W> and children	33
<W>	some native <W>	33
<W>	most married <W>	33
<M>	the beginning <M>	33
scream	a <W> scream	33
<M>	two <M> at once	33
<M>	<M> can fight	33
<W>	<W> named	33
<M>	the <M> slept	33
<M>	<M> from the ships	33
<W>	all unmarried <W>	33
stories	the life stories of <W>	33
thinking	the thinking of <M>	33
<M>	the two <M> alone	33
<W>	<W> in the villages	33
ships	neither ships nor <M>	33
happiest	happiest of <M>	33
prevention	the secondary prevention of disease in <M>	33
<M>	<M> like one	33
praises	high praises of <M>	33
bearing	the bearing of <M>	33
<M>	the <M> felt	33
<M>	the <M> fill	33
<W>	some beautiful <W>	33
regard	regard to all <M>	33
<W>	several beautiful <W>	33
daughters	the daughters of the <M>	33
differences	the biological differences between <M>	33
refuge	a refuge for <W>	33
monuments	the monuments of <M>	33
none	none but the <M>	33
rear	the rear of the <M>	33
osteoporosis	osteoporosis in <M>	33
<M>	the necessary <M>	33
arrival	the arrival of the <W>	33
presence	the presence of those <M>	33
preserver	the preserver of <M>	33
%	approximately % of <W> and %	33
percent	over percent of <W>	33
<M>	<M> rich	33
<M>	the two <M> are	33
diabetes	diabetes in <W>	33
<W>	<W> liked	33
<M>	the above <M>	33
organization	an organization of <W>	33
<M>	the <M> behind her	33
reservations	reservations for <W>	33
<M>	<M> suited	33
<M>	his tired <M>	33
<W>	<W> and wives	33
<M>	these grown <M>	33
mood	the mood of the <M>	33
<M>	the two <M> brought	33
<M>	one adult <M>	33
nature	nature and <W>	33
<M>	<M> with ropes	33
presence	a <M> presence	33
<M>	the <M> count	33
<M>	these early <M>	33
<M>	the muslim <M>	33
<M>	his forty <M>	33
<M>	all <M> in common	33
<M>	the <M> conquered	33
<M>	the <M> constitute	33
<M>	the <M> direct	33
depravity	the depravity of <M>	33
dependence	their dependence on <M>	33
<M>	the <M> of a generation	33
<M>	the <M> occupy	33
<M>	all american <M>	33
citizens	citizens and <M>	33
experiences	their experiences as <W>	33
children	the children and the <W>	33
children	the children and <M>	33
judge	a <W> judge	33
killing	the killing of the <M>	33
judgments	judgments of <M>	33
<M>	your brave <M>	33
<M>	two <M> of the regiment	33
souls	the immortal souls of <M>	33
murder	murder of <W>	33
myriads	the myriads of <M>	33
<M>	<M> with shovels	33
<M>	two stalwart <M>	32
<M>	<M> of you	32
types	the types of <W>	32
<M>	all the great <M> of the neighborhood	32
nations	all the nations of <M>	32
movement	the <W> 's movement in india	32
right	<W> 's right to choose	32
density	bone mineral density in <M>	32
<M>	the <M> was dealing	32
<M>	the <M> was going	32
<M>	two <M> in city	32
habits	<M> 's habits of thought	32
<M>	all <M> in power	32
<M>	<M> like johnson	32
guards	the <W> guards	32
<W>	<W> are taking	32
<W>	<W> arriving	32
<M>	these eleven <M>	32
<M>	two poor <M>	32
percent	between percent of <W>	32
dictates	the dictates of <M>	32
diaconate	the diaconate of <W>	32
syndrome	the metabolic syndrome in <W>	32
devaluation	the devaluation of <W>	32
<W>	only the <W> and children	32
<W>	all adult <W>	32
<M>	the <M> commit	32
<M>	these bloody <M>	32
attitudes	attitudes about <W>	32
<M>	<M> building	32
<M>	our educated <M>	32
<M>	<M> of all sects	32
<M>	one fighting <M>	32
differences	differences in <M>	32
<M>	only <M> and boys	32
<M>	the two <M> facing	32
<M>	the <M> tell	32
morale	the morale of his <M>	32
<M>	these hearted <M>	32
<W>	<W> apart	32
<M>	the <M> chasing	32
<W>	<W> as voters	32
<M>	<M> and business	32
preference	a preference for <M>	32
hands	all <M> 's hands	32
arms	the arms of her <W>	32
president	the first <W> president	32
<W>	all the <W> in town	32
<M>	all <M> have lived	32
<M>	the next two <M>	32
articles	articles on <W>	32
presence	the presence of his <M>	32
arousal	sexual arousal in <W>	32
<M>	these godly <M>	32
yells	the yells of the <M>	32
<M>	two <M> did not know	32
<M>	<M> in nursing	32
perceptions	the perceptions of <M>	32
<M>	the two <M> responsible	32
<W>	<W> in the struggle	32
dealings	their dealings with <M>	32
<M>	<M> in need	32
<M>	these infatuated <M>	32
<W>	all other <W> in the world	32
<W>	<W> with lupus	32
bear	the <W> bear	32
reformation	the reformation of <M>	32
mobility	the mobility of <W>	32
<M>	<M> in marriage	32
<W>	nineteen <W>	32
health	the health of his <M>	32
hearing	hearing of the <M>	32
<W>	<W> and their experiences	32
<M>	<M> than <M>	32
gonads	the <W> gonads	32
gods	gods of <M>	32
behalf	behalf of these <M>	32
behalf	behalf of all <W>	32
<W>	all white <W>	32
<M>	<M> in the company	32
disorder	posttraumatic stress disorder in <W>	32
<M>	<M> of all denominations	32
<W>	<W> and representation	32
hearts	<M> 's hearts and minds	32
hearts	<M> 's own hearts	32
anything	anything of <W>	32
<W>	<W> bore	32
<M>	<M> of morality	32
<W>	<W> began	32
wall	the wall like <M>	32
<M>	<M> of your type	32
<M>	<M> of your profession	32
<W>	most <W> knew	32
<M>	<M> in jobs	32
<M>	the best <M> in the ship	32
<M>	all <M> loved	32
help	the <W> help	32
<M>	<M> or god	32
anything	anything but <M>	32
bevy	a bevy of <M>	32
girls	all girls and <W>	32
girls	teenage girls and <W>	32
ovaries	polycystic ovaries in <W>	32
<M>	<M> with you	32
<M>	<M> with wounds	32
princes	the princes and <M>	32
<W>	<W> and poverty	32
birthplace	the birthplace of <M>	32
<M>	<M> founded	32
<M>	the <M> are waiting	32
ovum	the <W> ovum	32
<M>	the learned <M> of his day	32
heroism	the heroism of the <M>	32
<M>	<M> to write	32
<W>	<W> in the system	32
divinity	a <W> divinity	32
<M>	<M> at the top	32
<M>	<M> can lay	32
<M>	the <M> receiving	32
domain	the <W> domain	32
<M>	northern <M> with principles	32
distrust	distrust of <M>	32
<W>	<W> of destiny	32
<W>	<W> of day	32
opposition	opposition to <M>	32
<M>	<M> and husbands	32
use	the use of the <W>	32
<M>	the <M> had conquered	32
courtyard	the <W> 's courtyard	32
rate	the same rate as <M>	32
memory	the memory of those <M>	32
<M>	twice as many <M>	32
<M>	black <M> in america	32
advice	advice for <W>	32
<M>	the <M> had passed	32
adults	the <M> adults	32
<M>	the johanna <M>	32
age	age in <M>	32
<W>	<W> and immigrants	32
<M>	the two missing <M>	32
<W>	<W> in the army	32
<M>	<M> can take	32
personalities	the personalities of the <M>	32
hour	the <M> 's dinner hour	32
<W>	<W> with a level	32
<M>	<M> for whose	32
<W>	<W> can do	32
bodies	the friendless bodies of <M>	32
<M>	<M> to hold	32
<W>	the <W> at the tomb	32
meeting	the <M> 's meeting	32
mechanics	mechanics and <M>	32
dress	a <W> dress	32
dozen	half a dozen of my <M>	32
<W>	<W> of india	32
<M>	<M> on average	32
<M>	<M> on all sides	32
body	the body of <W>	32
<M>	the <M> have held	32
problem	the problem for <W>	32
addition	addition to <M>	32
activity	physical activity in <W>	32
activity	the activity of the <M>	32
<M>	these rude <M>	32
<M>	<M> or children	32
<W>	<W> and gender in the world	32
matters	such matters than <M>	32
matters	matters of <M>	32
<M>	both <M> and flowers	32
<W>	many <W> with pcos	32
<W>	the <W> give	32
<M>	the <M> over	32
mass	that mass of <M>	32
<M>	<M> in the military	32
huts	the <M> 's huts	32
hypertension	hypertension in <W>	32
<M>	<M> leaning	32
wards	the <W> 's wards	32
activity	the activity of <W>	32
acts	four acts for <M>	32
<W>	<W> in rome	32
corpses	the corpses of <W>	32
correspondence	correspondence with <M>	32
<W>	the <W> in our family	32
<M>	<M> in distress	32
<M>	<M> undergo	32
strength	the <M> 's strength	32
<M>	the <M> have lived	32
slaying	the slaying of <M>	32
<W>	<W> and blessed	32
roles	the changing roles of <W>	32
roles	the <M> roles	32
idea	the idea of the <M>	32
ideals	ideals of <M>	32
husbands	husbands of <W>	32
mass	the great mass of the <M>	32
earth	earth and will among <M>	32
<M>	<M> of a generation	32
<M>	the terrified <M>	32
<M>	<M> screaming	32
marriage	marriage to <M>	32
<M>	<M> on whom	32
identity	a <M> gender identity	32
ideas	ideas of <M>	32
<M>	these <M> come	32
<W>	<W> cared	32
<M>	<M> and members	32
<M>	all <M> by these presents	32
<W>	<W> with a bmi	32
marriage	first marriage for <W>	32
manager	a <W> manager	32
<M>	the charging <M>	32
<M>	<M> of days	32
conversation	conversation with the <M>	32
phenotype	a <W> phenotype	32
book	a book about <W>	32
acceptance	the acceptance of <M>	32
processions	processions of <M>	32
opinion	the common opinion of <M>	32
idol	the idol of <M>	32
roles	roles for <M>	32
<M>	<M> knows	32
<M>	the <M> hidden	32
procession	a long procession of <M>	32
phenomenon	the phenomenon of <W>	32
<W>	many <W> living	32
<M>	<M> of the quality	32
<M>	the chosen <M>	32
<W>	many <W> had	32
<W>	the <W> killed	32
<W>	the <W> look	32
speech	the common speech of <M>	32
immigrant	immigrant and <W>	32
<M>	five <M> in each	32
<M>	<M> with clubs	32
<M>	<M> of loyalty	32
<M>	<M> of love	32
<W>	<W> close	32
friends	friends of <M>	32
<M>	<M> and movements	32
friends	many <M> friends	32
friends	the <W> friends	32
<M>	the <M> in him	32
<M>	the <M> about it	32
<M>	their two <M>	32
<M>	that dead <M>	32
imagination	the imagination of the <M>	32
relations	his <W> relations	32
<W>	the <W> of scotland	32
consciences	the consciences of all <M>	32
consent	the consent of the <W>	32
<M>	<M> as victims	32
<M>	my country <M>	32
effect	its effect on <M>	32
<W>	<W> in pregnancy	32
ability	the ability of <W>	32
parents	the parents of <M>	32
<W>	<W> watching	32
<W>	500,000 <W>	32
contact	the contact of <M>	32
photograph	a photograph of <M>	32
<W>	the <W> of nations	32
majority	the majority of his <M>	32
virtue	a <W> virtue	32
<M>	<M> in the sphere	32
<M>	the <M> of this	32
loves	the loves of <W>	32
race	every race of <M>	32
<M>	the stupid <M>	32
picture	a picture of <W>	32
congregation	the congregation of <M>	32
suffrage	suffrage to <W>	32
<M>	<M> of devon	32
<W>	<W> in kenya	32
bull	that bull among <M>	32
<M>	<M> of instincts	32
<M>	<M> and races	32
part	a great part of the <M>	32
abilities	the abilities of <M>	32
<M>	<M> ahead	32
infanticide	<W> infanticide in china	32
<M>	<M> had found	32
<M>	the <M> in street	32
<M>	the helpless <M>	32
<M>	the <M> of the train	32
<M>	a few <M> were	32
confidence	confidence in his <M>	32
<M>	29 <M>	32
<M>	the <M> of the settlement	32
complaints	the complaints of <W>	32
complaints	the complaints of <M>	32
complement	their complement of <M>	32
company	his company of <M>	32
<M>	the well <M>	32
relief	the relief of <M>	32
<M>	the <M> in the canoes	32
instances	many instances of <W>	32
officers	the commissioned officers and <M>	32
inmate	one <M> inmate	32
<W>	<W> for centuries	32
risk	risk of fracture in <W>	32
risk	risk of disease in <M>	32
part	the <W> part of the community	32
<M>	<M> first	32
teachers	many <W> teachers	32
<W>	<W> of the household	32
race	all the race of <M>	32
number	the required number of <M>	32
<M>	the <M> of the outfit	32
<W>	the <W> write	32
<W>	the beautiful <W> saw	32
<W>	the battered <W>	32
<W>	the <W> wore	32
institution	a <M> institution	32
<M>	the handsomest <M> in europe	32
capture	the capture of <W>	32
portion	a portion of <M>	32
<M>	such <M> as smith	32
<M>	the young <M> was	32
<M>	<M> exercising	32
<M>	all <M> according	32
<M>	<M> face	32
<M>	three <M> with him	32
emotions	the emotions of <W>	32
employee	the <W> employee	32
competition	competition between <M>	32
<M>	the stable <M>	32
<M>	the startled <M>	32
<W>	27 <W>	32
<M>	<M> experiencing	32
<M>	the young <M> of the church	32
<W>	<W> to	32
responses	the responses of <W>	32
<W>	<W> to join	32
<W>	<W> to meet	32
<M>	the rear rank <M>	32
chances	the chances of <M>	32
<M>	<M> pursue	32
<M>	<M> publish	32
<M>	360 <M>	32
<M>	<M> in their capacity	32
relationship	his relationship with <W>	32
<M>	more the <M>	32
succession	a succession of <W>	32
success	his success with <W>	32
<W>	<W> have become	32
interest	an interest in <W>	32
interest	his interest in <M>	32
relatives	relatives of <M>	32
<M>	<M> had tried	32
<M>	the <M> laughing	32
<W>	even my <W> and children	32
<M>	the <M> into whose	32
<M>	every <M> among the ones	32
<M>	even such <M>	32
<M>	<M> in want	32
<M>	the gathered <M>	32
<M>	<M> to action	32
<M>	<M> entitled	32
center	the <W> 's center	32
<M>	<M> and time	32
family	the family of <M>	32
<M>	several great <M>	32
companies	four companies of <M>	32
<W>	<W> possessing	32
side	one side and the <M>	32
numbers	the large numbers of <M>	32
<W>	the free <W>	32
quarrels	the quarrels of <M>	32
<M>	the <M> of the clan	32
officers	7 officers and <M>	32
<M>	especially the young <M>	32
intrigues	the intrigues of <M>	32
<M>	<M> wiser	32
<W>	<W> have completed	32
<W>	<W> had worked	32
failures	the failures of <M>	32
cheeks	the cheeks of the <W>	32
proportion	a considerable proportion of <M>	32
<M>	three <M> carrying	32
<W>	his old <W>	32
<M>	<M> as a whole	32
equality	equality of all <M>	32
<M>	the sixteen <M>	32
<W>	<W> ought	32
<W>	the farm <W>	32
<M>	the same <M> are	32
<M>	<M> on the spot	32
<W>	10,000 <W>	32
<W>	three beautiful <W>	32
<M>	the richest <M> in the west	32
<M>	many newspaper <M>	32
<W>	those good <W>	32
<M>	480 <M>	32
letters	letters and <M>	32
liaisons	liaisons with <W>	32
<M>	<M> higher	32
<M>	the <M> of talent	32
<W>	the intelligent <W>	32
<W>	these particular <W>	32
society	a society of <W>	32
faces	all <M> 's faces	32
<M>	<M> are determined	32
<M>	<M> are given	32
plight	the plight of the <W>	32
cohort	a prospective cohort of <W>	32
commander	a commander of <M>	32
<M>	six enlisted <M>	32
side	your <W> side	32
<M>	<M> around her	32
<M>	<M> arriving	32
<M>	<M> around me	32
passion	the passion of <M>	32
jury	the jury of <M>	32
<M>	<M> 2	32
<M>	those <M> wish	32
<M>	three <M> armed	32
leaders	the leaders of the <M>	32
<W>	the other <W> knew	32
<W>	the right <W>	32
<M>	the <M> of jerusalem	32
choir	a choir of <M>	32
<M>	the righteous <M>	32
<W>	<W> happen	32
<M>	many wiser <M>	32
<M>	many wicked <M>	32
class	one class of <W>	32
class	a certain class of <W>	32
<W>	few married <W>	32
laugh	the <M> laugh	32
laws	laws and not of <M>	32
observer	a shrewd observer of <M>	32
<M>	the famous <M>	32
clients	their <W> clients	32
rights	the equal rights of <W>	32
ruin	the ruin of <W>	32
protection	the protection of the <W>	32
<M>	some <M> of character	32
party	a strong party of <M>	32
visitation	the visitation of all <M>	32
<W>	the young <W> and girls	32
example	the example of these <M>	32
<W>	<W> played	32
seduction	the seduction of <W>	32
labors	labors of <M>	32
knowledge	their knowledge of <M>	32
<W>	four old <W>	32
<M>	some <M> in the field	32
party	the <W> 's party	32
<M>	<M> disabled	32
<W>	<W> represented	32
<M>	<M> needing	32
<W>	the work <W>	32
<M>	<M> of the brigade	32
segregation	the segregation of <W>	32
<W>	pregnant <W> in the states	32
descendants	the descendants of these <M>	32
sympathy	no sympathy with <M>	32
<W>	postmenopausal <W> with density	32
<M>	all those young <M>	32
multitude	such a multitude of <M>	32
<W>	<W> applying	32
<M>	the <M> convicted	32
vision	a vision of <M>	32
atrocities	atrocities against <W>	32
narrator	the <W> narrator	32
<W>	our <W> and our children	32
<W>	other <W> in the world	32
<W>	only black <W>	32
<M>	<M> to save	32
%	13 % of <W>	31
<M>	all the <M> of the town	31
<M>	all the older <M>	31
<M>	all the <M> of ireland	31
attendant	a <M> attendant	31
rescue	the rescue of the <W>	31
<M>	the moment <M>	31
<M>	the <M> were following	31
<M>	<M> renowned	31
<M>	the two <M> in the car	31
<M>	two <M> having	31
